store,name,price_brl,availability,url
Kabum,"Placa de Vídeo Gamer ASUS ROG Astral RTX 5080 OC Edition NVIDIA GeForce, 16GB, GDDR7, RGB, DLSS 4 - 90YV0LV6-M0NA00",14999.99,Em estoque,https://www.kabum.com.br/produto/819999/placa-de-video-gamer-asus-rog-astral-rtx-5080-oc-edition-nvidia-geforce-16gb-gddr7-rgb-dlss-4-90yv0lv6-m0na00
Kabum,"Placa de Vídeo ASUS RTX5090 ROG Astral Gaming OC NVIDIA GeForce, 32GB, GDDR7, ARGB, G-Sync, Ray Tracing, DLSS 4, HDR - 90YV0LW0-M0NA00",19999.99,Em estoque,https://www.kabum.com.br/produto/819836/placa-de-video-asus-rtx5090-rog-astral-gaming-oc-nvidia-geforce-32gb-gddr7-argb-g-sync-ray-tracing-dlss-4-hdr-90yv0lw0-m0na00
Kabum,"Placa de Vídeo ASUS ROG ASTRAL RTX5090 WHITE NVIDIA Geforce, 32GB, GDDR7 - 90YV0LWA-M0NA00",24999.99,Em estoque,https://www.kabum.com.br/produto/820000/placa-de-video-asus-rog-astral-rtx5090-white-nvidia-geforce-32gb-gddr7-90yv0lwa-m0na00
Kabum,"Placa De Vídeo Asus RTX5090 Rog Astral Gaming Oc Nvidia Geforce, 32gb, Gddr7, ARGB, G-sync, Ray Tracing, Dlss 4, Hdr - 90yv0lw0-m0na00",34059.17,Em estoque,https://www.kabum.com.br/produto/819836/placa-de-video-asus-rtx5090-rog-astral-gaming-oc-nvidia-geforce-32gb-gddr7-argb-g-sync-ray-tracing-dlss-4-hdr-90yv0lw0-m0na00
